CompoundName,ExperimentType,ChemicalFormula,Ionization,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,
CL(16:1_16:1_16:1_16:1),XIC,C73 H134 O17 P2,ESI,1343.9023545300001,H-Loss,-,1,18.959795186823,,
CL(18:1_16:1_16:1_16:1),XIC,C75 H138 O17 P2,ESI,1371.93365453,H-Loss,-,1,19.57688778309694,,
CL(16:1_16:1_16:1_18:2),XIC,C75 H136 O17 P2,ESI,1369.9180045300002,H-Loss,-,1,19.0719921359772,,
CL(18:3_16:1_16:1_16:1),XIC,C75 H134 O17 P2,ESI,1367.9023545300001,H-Loss,-,1,18.626424276943307,,
CL(18:4_16:1_16:1_16:1),XIC,C75 H132 O17 P2,ESI,1365.88670453,H-Loss,-,1,18.971463410798798,,
CL(18:2_16:0_16:0_18:2),XIC,C77 H142 O17 P2,ESI,1399.96495453,H-Loss,-,1,20.206794008335287,,
CL(18:1_16:1_16:1_18:2),XIC,C77 H140 O17 P2,ESI,1397.94930453,H-Loss,-,1,19.691249859823156,,
CL(18:3_16:0_16:0_18:2),XIC,C77 H140 O17 P2,ESI,1397.94930453,H-Loss,-,1,19.87780598296846,,
CL(18:2_16:1_16:1_18:2),XIC,C77 H138 O17 P2,ESI,1395.93365453,H-Loss,-,1,19.193478849712875,,
CL(18:3_16:0_16:1_18:2),XIC,C77 H138 O17 P2,ESI,1395.93365453,H-Loss,-,1,19.54444143034521,,
CL(18:3_16:1_16:1_18:2),XIC,C77 H136 O17 P2,ESI,1393.9180045300002,H-Loss,-,1,18.745925889461216,,
CL(18:3_22:4_12:0_16:1),XIC,C77 H134 O17 P2,ESI,1391.9023545300001,H-Loss,-,1,18.291889430790288,,
CL(10:3_18:2_22:1_18:2),XIC,C77 H134 O17 P2,ESI,1391.9023545300001,H-Loss,-,1,19.117,,
CL(18:3_22:5_14:1_16:1),XIC,C79 H134 O17 P2,ESI,1415.9023545300001,H-Loss,-,1,17.898020286188423,,
CL(22:6_14:1_16:1_18:2),XIC,C79 H134 O17 P2,ESI,1415.9023545300001,H-Loss,-,1,18.758,,
CL(18:2_16:1_18:1_18:1),XIC,C79 H144 O17 P2,ESI,1425.9806045300002,H-Loss,-,1,20.21115114763725,,
CL(18:1_16:1_18:2_18:2),XIC,C79 H142 O17 P2,ESI,1423.96495453,H-Loss,-,1,19.804247028794034,,
CL(18:2_16:0_18:2_18:2),XIC,C79 H142 O17 P2,ESI,1423.96495453,H-Loss,-,1,19.92614710635653,,
CL(18:2_16:1_18:2_18:2),XIC,C79 H140 O17 P2,ESI,1421.94930453,H-Loss,-,1,19.335845113225265,,
CL(18:3_16:0_18:2_18:2),XIC,C79 H140 O17 P2,ESI,1421.94930453,H-Loss,-,1,19.49881629178434,,
CL(18:3_18:2_18:2_16:1),XIC,C79 H138 O17 P2,ESI,1419.93365453,H-Loss,-,1,18.87732438414458,,
CL(18:3_18:2_16:1_18:2),XIC,C79 H138 O17 P2,ESI,1419.93365453,H-Loss,-,1,19.034491594222075,,
CL(18:3_16:1_16:1_20:4),XIC,C79 H136 O17 P2,ESI,1417.9180045300002,H-Loss,-,1,18.399662174559957,,
CL(20:5_18:2_14:0_18:2),XIC,C79 H136 O17 P2,ESI,1417.9180045300002,H-Loss,-,1,19.20518392019487,,
CL(18:4_18:2_18:2_18:2),XIC,C81 H138 O17 P2,ESI,1443.93365453,H-Loss,-,1,18.543043676010484,,
CL(18:4_18:2_18:2_18:2),XIC,C81 H138 O17 P2,ESI,1443.93365453,H-Loss,-,1,19.328029817285984,,
CL(18:4_18:2_18:2_18:2),XIC,C81 H138 O17 P2,ESI,1443.93365453,H-Loss,-,1,19.485,,
CL(18:3_18:2_14:0_22:6),XIC,C81 H136 O17 P2,ESI,1441.9180045300002,H-Loss,-,1,18.032000008763095,,
CL(18:4_20:4_16:1_18:2),XIC,C81 H136 O17 P2,ESI,1441.9180045300002,H-Loss,-,1,18.899586227540137,,
CL(18:4_18:2_14:1_22:5),XIC,C81 H134 O17 P2,ESI,1439.9023545300001,H-Loss,-,1,18.418452549016806,,
CL(18:2_18:1_18:2_18:2),XIC,C81 H144 O17 P2,ESI,1449.9806045300002,H-Loss,-,1,19.91819488635818,,
CL(18:2_18:2_18:2_18:2),XIC,C81 H142 O17 P2,ESI,1447.96495453,H-Loss,-,1,19.485362886575142,,
CL(18:3_18:2_18:2_18:2),XIC,C81 H140 O17 P2,ESI,1445.94930453,H-Loss,-,1,19.010303932350023,,
CL(18:4_20:4_18:2_18:2),XIC,C83 H138 O17 P2,ESI,1467.93365453,H-Loss,-,1,19.023783735188367,,
CL(18:4_18:2_16:1_22:6),XIC,C83 H136 O17 P2,ESI,1465.9180045300002,H-Loss,-,1,18.459705886961746,,
CL(18:4_18:2_16:1_22:6),XIC,C83 H136 O17 P2,ESI,1465.9180045300002,H-Loss,-,1,18.576679495145694,,
CL(12:3_22:6_22:3_18:2),XIC,C83 H134 O17 P2,ESI,1463.9023545300001,H-Loss,-,1,17.942370220920512,,
CL(12:3_22:6_22:3_18:2),XIC,C83 H134 O17 P2,ESI,1463.9023545300001,H-Loss,-,1,18.04651567030937,,
Cer(d15:0_19:1),XIC,C34 H67 O3 N1,ESI,582.5102975299999,HCO2-Gain,-,1,11.459456041660108,,
Cer(d15:0_19:1),XIC,C34 H67 O3 N1,ESI,582.5102975299999,HCO2-Gain,-,1,11.634915361875054,,
Cer(d14:1_20:0),XIC,C34 H67 O3 N1,ESI,538.51937047,H-Gain,+,1,11.744,,
Cer(d16:0_20:1),XIC,C36 H71 O3 N1,ESI,610.5415975299999,HCO2-Gain,-,1,13.806466444883315,,
Cer(d14:1_22:0),XIC,C36 H71 O3 N1,ESI,610.5415975299999,HCO2-Gain,-,1,14.15881332067857,,
Cer(d14:1_22:0),XIC,C36 H71 O3 N1,ESI,566.55067047,H-Gain,+,1,14.15881332067857,,
Cer(d14:1_22:0),XIC,C36 H71 O3 N1,ESI,610.5415975299999,HCO2-Gain,-,1,14.367190621549424,,
Cer(d14:1_22:0),XIC,C36 H71 O3 N1,ESI,566.55067047,H-Gain,+,1,14.367190621549424,,
Cer(d14:1_22:0),XIC,C36 H71 O3 N1,ESI,566.55067047,H-Gain,+,1,14.489433662305771,,
Cer(d14:1_22:0),XIC,C36 H71 O3 N1,ESI,610.5415975299999,HCO2-Gain,-,1,14.489433662305771,,
Cer(d12:0_25:1),XIC,C37 H73 O3 N1,ESI,624.5572475299999,HCO2-Gain,-,1,15.35132787146902,,
Cer(d13:0_25:1),XIC,C38 H75 O3 N1,ESI,638.57289753,HCO2-Gain,-,1,16.037105519475023,,
Cer(d14:1_24:0),XIC,C38 H75 O3 N1,ESI,638.57289753,HCO2-Gain,-,1,16.26635215078874,,
Cer(d20:0_18:1),XIC,C38 H75 O3 N1,ESI,638.57289753,HCO2-Gain,-,1,16.392,,
Cer(d23:0_16:1+2O),XIC,C39 H77 O5 N1,ESI,638.5728975299999,H-Loss,-,1,16.439,,
Cer(d24:2_18:0+O),XIC,C42 H81 O4 N1,ESI,681.65038447,NH4-Gain,+,1,4.816424454181403,,
Cer(d24:2_18:0+O),XIC,C42 H81 O4 N1,ESI,681.65038447,NH4-Gain,+,1,4.951200006346154,,
Cer(d23:2_21:4),XIC,C44 H77 O3 N1,ESI,685.62416947,NH4-Gain,+,1,8.70761651904729,,
Cer(d23:2_21:4),XIC,C44 H77 O3 N1,ESI,685.62416947,NH4-Gain,+,1,8.846046689069668,,
Cer(m21:1_15:0+O),XIC,C36 H71 O3 N1,ESI,610.5415975299999,HCO2-Gain,-,1,13.689839953752122,,
Cer(t20:1_15:0+O),XIC,C35 H69 O5 N1,ESI,582.5102975299999,H-Loss,-,1,11.508,,
Cer(t20:1_15:0+O),XIC,C35 H69 O5 N1,ESI,582.5102975299999,H-Loss,-,1,11.703,,
Cer(t20:0_18:1+O),XIC,C38 H75 O5 N1,ESI,624.5572475299999,H-Loss,-,1,15.345,,
CerP(d24:0_15:0+O),XIC,C39 H80 O7 N1 P1,ESI,723.6010674700001,NH4-Gain,+,1,4.888,,
CerP(d21:2_18:0+O),XIC,C39 H76 O7 N1 P1,ESI,702.5432184700002,H-Gain,+,1,11.630978098238982,,
CerP(d21:2_18:0+O),XIC,C39 H76 O7 N1 P1,ESI,702.5432184700002,H-Gain,+,1,11.884837757195042,,
CerP(d21:2_18:0+O),XIC,C39 H76 O7 N1 P1,ESI,702.5432184700002,H-Gain,+,1,13.10490863079878,,
CerP(d21:2_18:0+O),XIC,C39 H76 O7 N1 P1,ESI,702.5432184700002,H-Gain,+,1,13.278863727483058,,
CerP(d21:2_18:0+O),XIC,C39 H76 O7 N1 P1,ESI,702.5432184700002,H-Gain,+,1,13.472931688867435,,
CerP(t17:1_18:2+2O),XIC,C35 H66 O9 N1 P1,ESI,676.4547984700001,H-Gain,+,1,4.005,,
DG(8:0e_10:4),XIC,C21 H34 O4,ESI,368.27953547000004,NH4-Gain,+,1,1.4441788214697702,,
DG(8:0_12:2),XIC,C23 H40 O5,ESI,414.32140047000007,NH4-Gain,+,1,1.729,,
DG(12:0e_10:4),XIC,C25 H42 O4,ESI,424.34213547,NH4-Gain,+,1,2.346716213879725,,
DG(16:0_16:1),XIC,C35 H66 O5,ESI,584.52485047,NH4-Gain,+,1,13.077313816322338,,
DG(16:1_16:0),XIC,C35 H66 O5,ESI,584.52485047,NH4-Gain,+,1,13.229051239199,,
DG(16:0_16:1),XIC,C35 H66 O5,ESI,584.52485047,NH4-Gain,+,1,13.353102507324918,,
DG(16:1_16:1),XIC,C35 H64 O5,ESI,582.5092004700001,NH4-Gain,+,1,10.778,,
DG(12:1e_20:3),XIC,C35 H62 O4,ESI,585.4279694700001,K-Gain,+,1,4.385789297952592,,
DG(16:0_18:1),XIC,C37 H70 O5,ESI,612.55615047,NH4-Gain,+,1,15.37710157857699,,
DG(18:1_16:0),XIC,C37 H70 O5,ESI,612.55615047,NH4-Gain,+,1,15.532756576402317,,
DG(16:1_18:1),XIC,C37 H68 O5,ESI,610.54050047,NH4-Gain,+,1,13.06597753289015,,
DG(16:1_18:1),XIC,C37 H68 O5,ESI,610.54050047,NH4-Gain,+,1,13.21137045145311,,
DG(18:2_16:0),XIC,C37 H68 O5,ESI,610.54050047,NH4-Gain,+,1,13.576928567248371,,
DG(16:0_18:2),XIC,C37 H68 O5,ESI,610.54050047,NH4-Gain,+,1,13.715884594793176,,
DG(16:0_18:2),XIC,C37 H68 O5,ESI,610.54050047,NH4-Gain,+,1,13.83842768492259,,
DG(16:1_18:2),XIC,C37 H66 O5,ESI,608.5248504699999,NH4-Gain,+,1,11.241584668626583,,
DG(16:1_18:2),XIC,C37 H66 O5,ESI,608.5248504699999,NH4-Gain,+,1,11.422,,
DG(16:0_18:3),XIC,C37 H66 O5,ESI,608.5248504699999,NH4-Gain,+,1,11.920378362749448,,
DG(16:0_18:3),XIC,C37 H66 O5,ESI,608.5248504699999,NH4-Gain,+,1,12.028,,
DG(16:0_18:3),XIC,C37 H66 O5,ESI,608.5248504699999,NH4-Gain,+,1,12.145340226047292,,
DG(18:4_16:0),XIC,C37 H64 O5,ESI,589.4826514700002,H-Gain,+,1,12.954011397769962,,
DG(18:4_16:0),XIC,C37 H64 O5,ESI,589.4826514700002,H-Gain,+,1,13.133452511675157,,
DG(18:4_16:0),XIC,C37 H64 O5,ESI,589.4826514700002,H-Gain,+,1,13.291,,
DG(18:4_16:1),XIC,C37 H62 O5,ESI,587.4670014700001,H-Gain,+,1,10.778,,
DG(18:0_18:1),XIC,C39 H74 O5,ESI,640.5874504700001,NH4-Gain,+,1,17.068380617532718,,
DG(18:1_18:1),XIC,C39 H72 O5,ESI,638.5718004700001,NH4-Gain,+,1,13.709076453398609,,
DG(18:1_18:1),XIC,C39 H72 O5,ESI,638.5718004700001,NH4-Gain,+,1,13.84820118530278,,
DG(18:1_18:1),XIC,C39 H72 O5,ESI,638.5718004700001,NH4-Gain,+,1,15.441211344012597,,
DG(18:1_18:1),XIC,C39 H72 O5,ESI,638.5718004700001,NH4-Gain,+,1,15.591524912015323,,
DG(18:1_18:1),XIC,C39 H72 O5,ESI,638.5718004700001,NH4-Gain,+,1,15.847391700560241,,
DG(18:0_18:2),XIC,C39 H72 O5,ESI,638.5718004700001,NH4-Gain,+,1,15.95421975490103,,
DG(18:1_18:2),XIC,C39 H70 O5,ESI,636.55615047,NH4-Gain,+,1,13.680489179958208,,
DG(18:1_18:2),XIC,C39 H70 O5,ESI,636.55615047,NH4-Gain,+,1,13.898154555652898,,
DG(18:0_18:3),XIC,C39 H70 O5,ESI,636.55615047,NH4-Gain,+,1,14.561,,
DG(18:2_18:2),XIC,C39 H68 O5,ESI,634.54050047,NH4-Gain,+,1,11.744701748263967,,
DG(18:2_18:2),XIC,C39 H68 O5,ESI,634.54050047,NH4-Gain,+,1,12.004694724615165,,
DG(18:1_18:3),XIC,C39 H68 O5,ESI,634.54050047,NH4-Gain,+,1,12.181560785499466,,
DG(16:0_20:4),XIC,C39 H68 O5,ESI,617.51395147,H-Gain,+,1,15.515477696708642,,
DG(18:3_18:2),XIC,C39 H66 O5,ESI,632.5248504699999,NH4-Gain,+,1,10.189145258362709,,
DG(16:0_20:5),XIC,C39 H66 O5,ESI,615.49830147,H-Gain,+,1,13.481818003527106,,
DG(16:0_20:5),XIC,C39 H66 O5,ESI,615.49830147,H-Gain,+,1,13.644717280126137,,
DG(16:0_20:5),XIC,C39 H66 O5,ESI,615.49830147,H-Gain,+,1,13.82928820737926,,
DG(18:1_20:4),XIC,C41 H70 O5,ESI,643.5296014700001,H-Gain,+,1,15.447,,
DG(18:1_20:5),XIC,C41 H68 O5,ESI,641.51395147,H-Gain,+,1,13.65068774126517,,
DG(18:1_20:5),XIC,C41 H68 O5,ESI,641.51395147,H-Gain,+,1,13.774949810823912,,
LPC(14:1),XIC,C22 H44 O7 N1 P1,ESI,466.29281847000004,H-Gain,+,1,1.6477816165830788,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,540.33069553,HCO2-Gain,-,1,2.8650626839844424,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,496.3397684700001,H-Gain,+,1,2.8650626839844424,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,540.33069553,HCO2-Gain,-,1,3.108726794836644,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,496.3397684700001,H-Gain,+,1,3.108726794836644,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,496.3397684700001,H-Gain,+,1,3.65992318507232,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,496.3397684700001,H-Gain,+,1,3.931,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,496.3397684700001,H-Gain,+,1,4.05,,
LPC(16:1),XIC,C24 H48 O7 N1 P1,ESI,538.3150455299999,HCO2-Gain,-,1,2.157169219395278,,
LPC(16:1),XIC,C24 H48 O7 N1 P1,ESI,494.32411847000003,H-Gain,+,1,2.157169219395278,,
LPC(16:1),XIC,C24 H48 O7 N1 P1,ESI,538.3150455299999,HCO2-Gain,-,1,2.322559942559711,,
LPC(16:1),XIC,C24 H48 O7 N1 P1,ESI,494.32411847000003,H-Gain,+,1,2.322559942559711,,
LPC(16:1),XIC,C24 H48 O7 N1 P1,ESI,494.32411847000003,H-Gain,+,1,2.782,,
LPC(16:2),XIC,C24 H46 O7 N1 P1,ESI,492.30846847000004,H-Gain,+,1,1.772,,
LPC(17:0),XIC,C25 H52 O7 N1 P1,ESI,510.35541847,H-Gain,+,1,3.68602666202597,,
LPC(18:0),XIC,C26 H54 O7 N1 P1,ESI,524.37106847,H-Gain,+,1,3.934,,
LPC(18:0),XIC,C26 H54 O7 N1 P1,ESI,568.3619955299998,HCO2-Gain,-,1,4.130282734616397,,
LPC(18:0),XIC,C26 H54 O7 N1 P1,ESI,524.37106847,H-Gain,+,1,4.130282734616397,,
LPC(18:1),XIC,C26 H52 O7 N1 P1,ESI,566.3463455299999,HCO2-Gain,-,1,3.0576474529090847,,
LPC(18:1),XIC,C26 H52 O7 N1 P1,ESI,522.35541847,H-Gain,+,1,3.0576474529090847,,
LPC(18:1),XIC,C26 H52 O7 N1 P1,ESI,566.3463455299999,HCO2-Gain,-,1,3.2745071216849375,,
LPC(18:1),XIC,C26 H52 O7 N1 P1,ESI,522.35541847,H-Gain,+,1,3.2745071216849375,,
LPC(18:1),XIC,C26 H52 O7 N1 P1,ESI,522.35541847,H-Gain,+,1,3.8754931326256683,,
LPC(18:1),XIC,C26 H52 O7 N1 P1,ESI,566.3463455299999,HCO2-Gain,-,1,3.8754931326256683,,
LPC(18:1),XIC,C26 H52 O7 N1 P1,ESI,522.35541847,H-Gain,+,1,3.9957504346387758,,
LPC(18:2),XIC,C26 H50 O7 N1 P1,ESI,564.33069553,HCO2-Gain,-,1,2.37885093946047,,
LPC(18:2),XIC,C26 H50 O7 N1 P1,ESI,520.3397684700001,H-Gain,+,1,2.37885093946047,,
LPC(18:2),XIC,C26 H50 O7 N1 P1,ESI,520.3397684700001,H-Gain,+,1,3.1922679072709483,,
LPC(18:3),XIC,C26 H48 O7 N1 P1,ESI,562.3150455299999,HCO2-Gain,-,1,1.9473729784929248,,
LPC(18:3),XIC,C26 H48 O7 N1 P1,ESI,518.32411847,H-Gain,+,1,1.9473729784929248,,
LPC(18:3),XIC,C26 H48 O7 N1 P1,ESI,518.32411847,H-Gain,+,1,2.8656449123697136,,
LPC(18:4),XIC,C26 H46 O7 N1 P1,ESI,516.30846847,H-Gain,+,1,1.6797234097663227,,
LPC(18:4),XIC,C26 H46 O7 N1 P1,ESI,516.30846847,H-Gain,+,1,2.151645458006762,,
LPC(20:4),XIC,C28 H50 O7 N1 P1,ESI,544.3397684700001,H-Gain,+,1,3.0556513015397426,,
LPC(20:5),XIC,C28 H48 O7 N1 P1,ESI,542.32411847,H-Gain,+,1,2.3767778266059185,,
LPC(35:1),XIC,C43 H86 O7 N1 P1,ESI,760.6214684700001,H-Gain,+,1,17.287,,
PA(18:1_18:1),XIC,C39 H73 O8 N0 P1,ESI,718.53813347,NH4-Gain,+,1,11.893,,
PC(8:0e_9:0),XIC,C25 H52 O7 N1 P1,ESI,510.35541846999996,H-Gain,+,1,3.78,,
PC(8:1e_10:0),XIC,C26 H52 O7 N1 P1,ESI,566.3463455299999,HCO2-Gain,-,1,3.0559706073823585,,
PC(8:1e_10:0),XIC,C26 H52 O7 N1 P1,ESI,566.3463455299999,HCO2-Gain,-,1,3.2842794524081635,,
PC(16:0_12:0),XIC,C36 H72 O8 N1 P1,ESI,678.5068334700001,H-Gain,+,1,7.3621392042079945,,
PC(6:0_22:1),XIC,C36 H70 O8 N1 P1,ESI,676.4911834700001,H-Gain,+,1,6.197,,
PC(16:0_14:0),XIC,C38 H76 O8 N1 P1,ESI,706.5381334700002,H-Gain,+,1,9.049516739188926,,
PC(16:0_14:0),XIC,C38 H76 O8 N1 P1,ESI,706.5381334700002,H-Gain,+,1,9.209910751009641,,
PC(16:1_14:0),XIC,C38 H74 O8 N1 P1,ESI,704.5224834700001,H-Gain,+,1,7.46659783117921,,
PC(6:0_24:2),XIC,C38 H72 O8 N1 P1,ESI,702.5068334700001,H-Gain,+,1,6.394815712342537,,
PC(6:0_24:2),XIC,C38 H72 O8 N1 P1,ESI,702.5068334700001,H-Gain,+,1,6.558071783480503,,
PC(6:0_24:2),XIC,C38 H72 O8 N1 P1,ESI,702.5068334700001,H-Gain,+,1,6.957505386112607,,
PC(8:0_22:3),XIC,C38 H70 O8 N1 P1,ESI,700.4911834700001,H-Gain,+,1,5.636033068555272,,
PC(8:0_22:3),XIC,C38 H70 O8 N1 P1,ESI,700.4911834700001,H-Gain,+,1,6.181090975736874,,
PC(8:0_22:4),XIC,C38 H68 O8 N1 P1,ESI,698.4755334700002,H-Gain,+,1,6.092,,
PC(8:0_23:1),XIC,C39 H76 O8 N1 P1,ESI,718.5381334700002,H-Gain,+,1,7.968,,
PC(20:0_11:2),XIC,C39 H74 O8 N1 P1,ESI,716.5224834700001,H-Gain,+,1,10.297,,
PC(16:0_16:0),XIC,C40 H80 O8 N1 P1,ESI,778.5603605299999,HCO2-Gain,-,1,11.165072945794055,,
PC(16:0_16:0),XIC,C40 H80 O8 N1 P1,ESI,734.56943347,H-Gain,+,1,11.165072945794055,,
PC(16:0_16:0),XIC,C40 H80 O8 N1 P1,ESI,778.5603605299999,HCO2-Gain,-,1,11.38109993160762,,
PC(16:0_16:0),XIC,C40 H80 O8 N1 P1,ESI,734.56943347,H-Gain,+,1,11.38109993160762,,
PC(16:0_16:0),XIC,C40 H80 O8 N1 P1,ESI,734.56943347,H-Gain,+,1,11.557437935452088,,
PC(16:0_16:0),XIC,C40 H80 O8 N1 P1,ESI,778.5603605299999,HCO2-Gain,-,1,11.557437935452088,,
PC(16:0_16:1),XIC,C40 H78 O8 N1 P1,ESI,776.54471053,HCO2-Gain,-,1,9.24040147279619,,
PC(16:0_16:1),XIC,C40 H78 O8 N1 P1,ESI,732.5537834700001,H-Gain,+,1,9.24040147279619,,
PC(16:0_16:1),XIC,C40 H78 O8 N1 P1,ESI,776.54471053,HCO2-Gain,-,1,9.404499896370908,,
PC(16:0_16:1),XIC,C40 H78 O8 N1 P1,ESI,732.5537834700001,H-Gain,+,1,9.404499896370908,,
PC(16:0_16:1),XIC,C40 H78 O8 N1 P1,ESI,732.5537834700001,H-Gain,+,1,10.347,,
PC(16:1_16:1),XIC,C40 H76 O8 N1 P1,ESI,774.52906053,HCO2-Gain,-,1,7.63883502472124,,
PC(16:1_16:1),XIC,C40 H76 O8 N1 P1,ESI,730.5381334700002,H-Gain,+,1,7.63883502472124,,
PC(16:1_16:1),XIC,C40 H76 O8 N1 P1,ESI,774.52906053,HCO2-Gain,-,1,7.779474964676823,,
PC(16:1_16:1),XIC,C40 H76 O8 N1 P1,ESI,730.5381334700002,H-Gain,+,1,7.779474964676823,,
PC(14:0_18:3),XIC,C40 H74 O8 N1 P1,ESI,728.5224834700001,H-Gain,+,1,6.82521310733771,,
PC(14:0_18:3),XIC,C40 H74 O8 N1 P1,ESI,728.5224834700001,H-Gain,+,1,6.95417278484937,,
PC(21:1_11:3),XIC,C40 H72 O8 N1 P1,ESI,726.5068334700001,H-Gain,+,1,6.043,,
PC(25:1_8:0),XIC,C41 H80 O8 N1 P1,ESI,746.56943347,H-Gain,+,1,9.796358910496624,,
PC(25:1_8:0),XIC,C41 H80 O8 N1 P1,ESI,746.56943347,H-Gain,+,1,10.049,,
PC(25:1_8:0),XIC,C41 H80 O8 N1 P1,ESI,746.56943347,H-Gain,+,1,10.319579497381786,,
